wind_speed,GE Vernova GE 1.5s
13.31,1499.154327365878
13.32,1499.228561427811
13.33,1499.2986599237172
13.34,1499.3647698167003
13.35,1499.4270380698656
13.36,1499.485611646316
13.37,1499.5406375091568
13.38,1499.5922626214915
13.39,1499.6406339464254
13.4,1499.6858984470618
13.41,1499.728203086505
13.42,1499.7676948278593
13.43,1499.8045206342288
13.44,1499.838827468718
13.45,1499.8707622944307
13.46,1499.9004720744715
13.47,1499.9281037719452
13.48,1499.953804349955
13.49,1499.977720771605
13.5,1500.0
13.51,1500.0207708028474
13.52,1500.0400891662662
13.53,1500.057992880979
13.54,1500.0745197377075
13.55,1500.0897075271748
13.56,1500.1035940401027
13.57,1500.1162170672137
13.58,1500.1276143992302
13.59,1500.1378238268744
13.6,1500.1468831408686
13.61,1500.154830131935
13.62,1500.1617025907965
13.63,1500.1675383081745
13.64,1500.1723750747924
13.65,1500.176250681372
13.66,1500.1792029186352
13.67,1500.181269577305
13.68,1500.1824884481036
13.69,1500.182897321753
13.7,1500.1825339889758
13.71,1500.181436240494
13.72,1500.1796418670303
13.73,1500.1771886593074
13.74,1500.1741144080463
13.75,1500.170456903971
13.76,1500.1662539378028
13.77,1500.1615433002644
13.78,1500.1563627820772
13.79,1500.1507501739648
13.8,1500.144743266649
13.81,1500.138379850852
13.82,1500.1316977172964
13.83,1500.124734656704
13.84,1500.117528459798
13.85,1500.1101169172998
13.86,1500.1025378199322
13.87,1500.0948289584176
13.88,1500.0870281234784
13.89,1500.0791731058366
13.9,1500.071301696215
13.91,1500.0634516853352
13.92,1500.05566086392
13.93,1500.0479670226914
13.94,1500.0404079523723
13.95,1500.033021443685
13.96,1500.0258452873509
13.97,1500.0189172740934
13.98,1500.012275194634
13.99,1500.0059568396955
14.0,1500.0
14.01,1499.994434480151
14.02,1499.989258140274
14.03,1499.9844608543756
14.04,1499.9800324964613
14.05,1499.975962940539
14.06,1499.9722420606142
14.07,1499.968859730693
14.08,1499.9658058247842
14.09,1499.9630702168915
14.1,1499.960642781023
14.11,1499.9585133911842
14.12,1499.9566719213822
14.13,1499.9551082456237
14.14,1499.9538122379145
14.15,1499.9527737722613
14.16,1499.9519827226704
14.17,1499.9514289631493
14.18,1499.9511023677032
14.19,1499.950992810339
14.2,1499.951090165063
14.21,1499.951384305882
14.22,1499.9518651068024
14.23,1499.9525224418308
14.24,1499.9533461849733
14.25,1499.9543262102368
14.26,1499.9554523916274
14.27,1499.956714603152
14.28,1499.9581027188162
14.29,1499.9596066126276
14.3,1499.961216158592
14.31,1499.9629212307157
14.32,1499.9647117030058
14.33,1499.9665774494683
14.34,1499.9685083441098
14.35,1499.970494260937
14.36,1499.9725250739557
14.37,1499.974590657173
14.38,1499.9766808845957
14.39,1499.978785630229
14.4,1499.9808947680804
14.41,1499.9829981721564
14.42,1499.985085716463
14.43,1499.9871472750067
14.44,1499.9891727217944
14.45,1499.991151930832
14.46,1499.9930747761264
14.47,1499.994931131684
14.48,1499.9967108715111
14.49,1499.9984038696143
14.5,1500.0
14.51,1500.0014912765491
14.52,1500.0028782726392
14.53,1500.0041637015215
14.54,1500.0053502764483
14.55,1500.0064407106713
14.56,1500.0074377174424
14.57,1500.008344010013
14.58,1500.0091623016351
14.59,1500.0098953055608
14.6,1500.0105457350417
14.61,1500.0111163033291
14.62,1500.0116097236753
14.63,1500.0120287093323
14.64,1500.0123759735511
14.65,1500.0126542295843
14.66,1500.012866190683
14.67,1500.0130145701005
14.68,1500.013102081086
14.69,1500.0131314368932
14.7,1500.0131053507737
14.71,1500.0130265359785
14.72,1500.01289770576
14.73,1500.0127215733703
14.74,1500.0125008520604
14.75,1500.0122382550824
14.76,1500.0119364956884
14.77,1500.0115982871298
14.78,1500.0112263426583
14.79,1500.010823375526
14.8,1500.010392098985
14.81,1500.0099352262864
14.82,1500.0094554706825
14.83,1500.0089555454242
14.84,1500.0084381637644
14.85,1500.0079060389544
14.86,1500.0073618842457
14.87,1500.006808412891
14.88,1500.006248338141
14.89,1500.0056843732482
14.9,1500.0051192314645
14.91,1500.0045556260409
14.92,1500.00399627023
14.93,1500.0034438772827
14.94,1500.0029011604518
14.95,1500.0023708329886
14.96,1500.0018556081443
14.97,1500.0013581991725
14.98,1500.0008813193224
14.99,1500.000427681848
15.0,1500.0
15.01,1499.9996004136533
15.02,1499.999228769171
15.03,1499.9988843395402
15.04,1499.9985663977468
15.05,1499.9982742167772
15.06,1499.998007069618
15.07,1499.9977642292556
15.08,1499.9975449686765
15.09,1499.9973485608664
15.1,1499.997174278812
15.11,1499.9970213955005
15.12,1499.996889183917
15.13,1499.9967769170485
15.14,1499.9966838678815
15.15,1499.9966093094022
15.16,1499.9965525145967
15.17,1499.996512756452
15.18,1499.996489307954
15.19,1499.9964814420894
15.2,1499.9964884318438
15.21,1499.9965095502043
15.22,1499.9965440701574
15.23,1499.9965912646892
15.24,1499.9966504067856
15.25,1499.996720769434
15.26,1499.9968016256198
15.27,1499.99689224833
15.28,1499.9969919105506
15.29,1499.9970998852684
15.3,1499.9972154454697
15.31,1499.99733786414
15.32,1499.997466414267
15.33,1499.997600368836
15.34,1499.997739000834
15.35,1499.997881583247
15.36,1499.9980273890617
15.37,1499.998175691264
15.38,1499.9983257628408
15.39,1499.9984768767788
15.4,1499.9986283060634
15.41,1499.9987793236814
15.42,1499.9989292026194
15.43,1499.9990772158633
15.44,1499.9992226364
15.45,1499.9993647372155
15.46,1499.9995027912962
15.47,1499.999636071629
15.48,1499.9997638511993
15.49,1499.999885402994
15.5,1500.0
15.51,1500.000107068839
15.52,1500.0002066506777
15.53,1500.0002989403197
15.54,1500.0003841325663
15.55,1500.000462422221
15.56,1500.0005340040868
15.57,1500.0005990729655
15.58,1500.0006578236607
15.59,1500.0007104509748
15.6,1500.0007571497104
15.61,1500.0007981146705
15.62,1500.0008335406574
15.63,1500.0008636224738
15.64,1500.000888554923
15.65,1500.0009085328077
15.66,1500.00092375093
15.67,1500.000934404093
15.68,1500.0009406870988
15.69,1500.000942794751
15.7,1500.0009409218517
15.71,1500.0009352632042
15.72,1500.0009260136103
15.73,1500.000913367874
15.74,1500.0008975207968
15.75,1500.0008786671822
15.76,1500.0008570018326
15.77,1500.0008327195503
15.78,1500.0008060151388
15.79,1500.0007770834004
15.8,1500.000746119138
15.81,1500.000713317154
15.82,1500.0006788722517
15.83,1500.000642979233
15.84,1500.0006058329009
15.85,1500.0005676280584
15.86,1500.0005285595082
15.87,1500.0004888220524
15.88,1500.0004486104947
15.89,1500.000408119637
15.9,1500.0003675442829
15.91,1500.000327079234
15.92,1500.0002869192938
15.93,1500.0002472592646
15.94,1500.000208293949
15.95,1500.0001702181503
15.96,1500.0001332266709
15.97,1500.0000975143134
15.98,1500.0000632758806
15.99,1500.000030706175
16.0,1500.0
16.01,1499.9999713109912
16.02,1499.999944628118
16.03,1499.9999198991827
16.04,1499.9998970719892
16.05,1499.9998760943392
16.06,1499.9998569140362
16.07,1499.999839478883
16.08,1499.999823736681
16.09,1499.999809635235
16.1,1499.9997971223463
16.11,1499.9997861458182
16.12,1499.9997766534536
16.13,1499.9997685930553
16.14,1499.9997619124256
16.15,1499.9997565593674
16.16,1499.999752481684
16.17,1499.9997496271774
16.18,1499.9997479436513
16.19,1499.9997473789074
16.2,1499.999747880749
16.21,1499.9997493969793
16.22,1499.9997518754003
16.23,1499.9997552638154
16.24,1499.9997595100265
16.25,1499.9997645618375
16.26,1499.9997703670504
16.27,1499.9997768734686
16.28,1499.999784028894
16.29,1499.99979178113
16.3,1499.9998000779788
16.31,1499.9998088672442
16.32,1499.999818096728
16.33,1499.999827714233
16.34,1499.999837667563
16.35,1499.9998479045196
16.36,1499.999858372906
16.37,1499.9998690205252
16.38,1499.9998797951798
16.39,1499.9998906446724
16.4,1499.9999015168055
16.41,1499.999912359383
16.42,1499.9999231202064
16.43,1499.9999337470797
16.44,1499.9999441878042
16.45,1499.999954390184
16.46,1499.9999643020208
16.47,1499.9999738711183
16.48,1499.999983045279
16.49,1499.9999917723053
16.5,1500.0
16.51,1500.000007687197
16.52,1500.0000148368513
16.53,1500.0000214629497
16.54,1500.0000275794778
16.55,1500.0000332004224
16.56,1500.0000383397692
16.57,1500.0000430115044
16.58,1500.000047229615
16.59,1500.000051008086
16.6,1500.0000543609042
16.61,1500.0000573020563
16.62,1500.000059845528
16.63,1500.0000620053052
16.64,1500.000063795375
16.65,1500.0000652297224
16.66,1500.0000663223343
16.67,1500.000067087197
16.68,1500.0000675382971
16.69,1500.0000676896198
16.7,1500.0000675551514
16.71,1500.0000671488792
16.72,1500.0000664847882
16.73,1500.0000655768654
16.74,1500.000064439096
16.75,1500.0000630854674
16.76,1500.0000615299657
16.77,1500.000059786577
16.78,1500.000057869286
16.79,1500.0000557920805
16.8,1500.000053568947
16.81,1500.0000512138702
16.82,1500.0000487408374
16.83,1500.0000461638344
16.84,1500.000043496848
16.85,1500.0000407538637
16.86,1500.000037948868
16.87,1500.000035095847
16.88,1500.0000322087867
16.89,1500.0000293016735
16.9,1500.0000263884942
16.91,1500.0000234832346
16.92,1500.00002059988
16.93,1500.000017752418
16.94,1500.000014954834
16.95,1500.0000122211147
16.96,1500.0000095652456
16.97,1500.0000070012138
16.98,1500.0000045430045
16.99,1500.0000022046047
17.0,1500.0
17.01,1499.9999979402216
17.02,1499.999996024477
17.03,1499.9999942490194
17.04,1499.9999926101
17.05,1499.9999911039724
17.06,1499.999989726888
17.07,1499.9999884750998
17.08,1499.9999873448603
17.09,1499.9999863324217
17.1,1499.999985434036
17.11,1499.9999846459566
17.12,1499.9999839644352
17.13,1499.999983385724
17.14,1499.9999829060762
17.15,1499.9999825217433
17.16,1499.9999822289788
17.17,1499.999982024034
17.18,1499.9999819031618
17.19,1499.9999818626147
17.2,1499.9999818986448
17.21,1499.999982007505
17.22,1499.9999821854474
17.23,1499.9999824287245
17.24,1499.9999827335882
17.25,1499.9999830962915
17.26,1499.9999835130868
17.27,1499.9999839802267
17.28,1499.9999844939632
17.29,1499.9999850505487
17.3,1499.9999856462357
17.31,1499.9999862772763
17.32,1499.9999869399237
17.33,1499.9999876304294
17.34,1499.9999883450464
17.35,1499.9999890800266
17.36,1499.9999898316237
17.37,1499.9999905960883
17.38,1499.999991369674
17.39,1499.9999921486328
17.4,1499.9999929292171
17.41,1499.9999937076798
17.42,1499.9999944802726
17.43,1499.9999952432483
17.44,1499.999995992859
17.45,1499.999996725358
17.46,1499.9999974369964
17.47,1499.9999981240278
17.48,1499.9999987827036
17.49,1499.999999409277
17.5,1500.0
17.51,1500.0000005519169
17.52,1500.0000010652402
17.53,1500.000001540974
17.54,1500.0000019801223
17.55,1500.0000023836894
17.56,1500.0000027526792
17.57,1500.000003088096
17.58,1500.000003390944
17.59,1500.0000036622278
17.6,1500.0000039029503
17.61,1500.0000041141177
17.62,1500.000004296732
17.63,1500.0000044517983
17.64,1500.000004580321
17.65,1500.000004683304
17.66,1500.0000047617516
17.67,1500.0000048166678
17.68,1500.0000048490565
17.69,1500.0000048599222
17.7,1500.000004850269
17.71,1500.0000048211011
17.72,1500.0000047734225
17.73,1500.0000047082376
17.74,1500.0000046265502
17.75,1500.0000045293648
17.76,1500.0000044176857
17.77,1500.0000042925165
17.78,1500.0000041548617
17.79,1500.0000040057255
17.8,1500.000003846112
17.81,1500.0000036770252
17.82,1500.0000034994694
17.83,1500.0000033144488
17.84,1500.000003122967
17.85,1500.0000029260289
17.86,1500.0000027246388
17.87,1500.0000025198003
17.88,1500.0000023125176
17.89,1500.0000021037952
17.9,1500.0000018946364
17.91,1500.0000016860467
17.92,1500.0000014790292
17.93,1500.0000012745884
17.94,1500.0000010737283
17.95,1500.0000008774537
17.96,1500.000000686768
17.97,1500.000000502676
17.98,1500.000000326181
17.99,1500.0000001582878
18.0,1500.0
18.01,1499.9999998521107
18.02,1499.999999714562
18.03,1499.9999995870855
18.04,1499.9999994694113
18.05,1499.9999993612712
18.06,1499.999999262396
18.07,1499.999999172516
18.08,1499.999999091363
18.09,1499.9999990186675
18.1,1499.999998954161
18.11,1499.9999988975742
18.12,1499.9999988486377
18.13,1499.9999988070822
18.14,1499.9999987726396
18.15,1499.9999987450406
18.16,1499.999998724016
18.17,1499.9999987092965
18.18,1499.9999987006136
18.19,1499.9999986976975
18.2,1499.99999870028
18.21,1499.9999987080917
18.22,1499.999998720863
18.23,1499.9999987383262
18.24,1499.9999987602107
18.25,1499.9999987862486
18.26,1499.9999988161708
18.27,1499.999998849708
18.28,1499.999998886591
18.29,1499.9999989265507
18.3,1499.9999989693183
18.31,1499.9999990146246
18.32,1499.999999062201
18.33,1499.9999991117777
18.34,1499.9999991630864
18.35,1499.9999992158578
18.36,1499.9999992698224
18.37,1499.9999993247122
18.38,1499.9999993802571
18.39,1499.9999994361883
18.4,1499.9999994922375
18.41,1499.9999995481353
18.42,1499.999999603612
18.43,1499.999999658399
18.44,1499.9999997122277
18.45,1499.9999997648283
18.46,1499.9999998159324
18.47,1499.9999998652706
18.48,1499.999999912574
18.49,1499.9999999575734
18.5,1500.0
18.51,1500.0000000396417
18.52,1500.0000000765133
18.53,1500.000000110687
18.54,1500.0000001422345
18.55,1500.0000001712278
18.56,1500.0000001977394
18.57,1500.0000002218412
18.58,1500.000000243605
18.59,1500.0000002631025
18.6,1500.000000280406
18.61,1500.0000002955878
18.62,1500.0000003087198
18.63,1500.0000003198736
18.64,1500.0000003291211
18.65,1500.0000003365349
18.66,1500.0000003421865
18.67,1500.0000003461485
18.68,1500.0000003484918
18.69,1500.0000003492896
18.7,1500.0000003486132
18.71,1500.0000003465348
18.72,1500.0000003431262
18.73,1500.00000033846
18.74,1500.0000003326072
18.75,1500.0000003256405
18.76,1500.000000317632
18.77,1500.0000003086534
18.78,1500.0000002987765
18.79,1500.0000002880738
18.8,1500.000000276617
18.81,1500.000000264478
18.82,1500.0000002517293
18.83,1500.000000238442
18.84,1500.0000002246888
18.85,1500.0000002105414
18.86,1500.000000196072
18.87,1500.0000001813526
18.88,1500.0000001664555
18.89,1500.0000001514516
18.9,1500.0000001364135
18.91,1500.000000121414
18.92,1500.000000106524
18.93,1500.000000091816
18.94,1500.0000000773618
18.95,1500.0000000632335
18.96,1500.0000000495031
18.97,1500.0000000362425
18.98,1500.000000023524
18.99,1500.000000011419
19.0,1500.0
19.01,1499.9999999893234
19.02,1499.999999979386
19.03,1499.999999970169
19.04,1499.9999999616523
19.05,1499.999999953818
19.06,1499.999999946647
19.07,1499.99999994012
19.08,1499.9999999342178
19.09,1499.9999999289228
19.1,1499.9999999242143
19.11,1499.9999999200747
19.12,1499.9999999164845
19.13,1499.9999999134247
19.14,1499.9999999108763
19.15,1499.9999999088202
19.16,1499.9999999072384
19.17,1499.9999999061113
19.18,1499.9999999054198
19.19,1499.9999999051447
19.2,1499.999999905268
19.21,1499.9999999057702
19.22,1499.9999999066324
19.23,1499.9999999078354
19.24,1499.9999999093604
19.25,1499.9999999111888
19.26,1499.9999999133013
19.27,1499.9999999156792
19.28,1499.999999918303
19.29,1499.9999999211543
19.3,1499.9999999242148
19.31,1499.9999999274637
19.32,1499.9999999308834
19.33,1499.9999999344548
19.34,1499.999999938159
19.35,1499.9999999419767
19.36,1499.999999945889
19.37,1499.9999999498773
19.38,1499.9999999539225
19.39,1499.9999999580054
19.4,1499.9999999621073
19.41,1499.9999999662086
19.42,1499.9999999702918
19.43,1499.9999999743368
19.44,1499.9999999783254
19.45,1499.9999999822378
19.46,1499.9999999860554
19.47,1499.9999999897595
19.48,1499.999999993331
19.49,1499.9999999967506
19.5,1500.0
19.51,1500.0000000030634
19.52,1500.0000000059415
19.53,1500.0000000086377
19.54,1500.0000000111554
19.55,1500.0000000134992
19.56,1500.0000000156724
19.57,1500.0000000176788
19.58,1500.0000000195223
19.59,1500.0000000212067
19.6,1500.0000000227355
19.61,1500.000000024113
19.62,1500.0000000253426
19.63,1500.000000026428
19.64,1500.0000000273735
19.65,1500.0000000281827
19.66,1500.0000000288592
19.67,1500.0000000294067
19.68,1500.000000029829
19.69,1500.0000000301302
19.7,1500.000000030314
19.71,1500.0000000303842
19.72,1500.0000000303448
19.73,1500.0000000301986
19.74,1500.0000000299503
19.75,1500.0000000296036
19.76,1500.0000000291625
19.77,1500.0000000286298
19.78,1500.0000000280102
19.79,1500.0000000273076
19.8,1500.0000000265247
19.81,1500.0000000256664
19.82,1500.000000024736
19.83,1500.000000023738
19.84,1500.000000022675
19.85,1500.0000000215516
19.86,1500.000000020371
19.87,1500.0000000191376
19.88,1500.000000017855
19.89,1500.000000016527
19.9,1500.0000000151572
19.91,1500.0000000137495
19.92,1500.0000000123075
19.93,1500.0000000108355
19.94,1500.0000000093369
19.95,1500.0000000078155
19.96,1500.000000006275
19.97,1500.0000000047198
19.98,1500.0000000031528
19.99,1500.000000001578
20.0,1500.0
20.01,1499.9999999984218
20.02,1499.9999999968472
20.03,1499.9999999952806
20.04,1499.999999993725
20.05,1499.9999999921847
20.06,1499.9999999906634
20.07,1499.9999999891647
20.08,1499.9999999876925
20.09,1499.999999986251
20.1,1499.9999999848428
20.11,1499.9999999834731
20.12,1499.9999999821453
20.13,1499.9999999808624
20.14,1499.999999979629
20.15,1499.9999999784486
20.16,1499.9999999773252
20.17,1499.9999999762622
20.18,1499.9999999752638
20.19,1499.9999999743336
20.2,1499.9999999734753
20.21,1499.9999999726929
20.22,1499.9999999719898
20.23,1499.9999999713702
20.24,1499.999999970838
20.25,1499.9999999703964
20.26,1499.9999999700497
20.27,1499.9999999698016
20.28,1499.9999999696558
20.29,1499.999999969616
20.3,1499.999999969686
20.31,1499.9999999698698
20.32,1499.9999999701708
20.33,1499.9999999705933
20.34,1499.9999999711408
20.35,1499.9999999718173
20.36,1499.9999999726265
20.37,1499.999999973572
20.38,1499.9999999746574
20.39,1499.9999999758872
20.4,1499.9999999772645
20.41,1499.9999999787933
20.42,1499.9999999804777
20.43,1499.9999999823212
20.44,1499.9999999843276
20.45,1499.9999999865008
20.46,1499.9999999888446
20.47,1499.9999999913623
20.48,1499.9999999940585
20.49,1499.9999999969364
20.5,1500.0
20.51,0.0
20.52,0.0
20.53,0.0
20.54,0.0
20.55,0.0
20.56,0.0
20.57,0.0
20.58,0.0
20.59,0.0
20.6,0.0
20.61,0.0
20.62,0.0
20.63,0.0
20.64,0.0
20.65,0.0
20.66,0.0
20.67,0.0
20.68,0.0
20.69,0.0
20.7,0.0
20.71,0.0
20.72,0.0
20.73,0.0
20.74,0.0
20.75,0.0
20.76,0.0
20.77,0.0
20.78,0.0
20.79,0.0
20.8,0.0
20.81,0.0
20.82,0.0
20.83,0.0
20.84,0.0
20.85,0.0
20.86,0.0
20.87,0.0
20.88,0.0
20.89,0.0
20.9,0.0
20.91,0.0
20.92,0.0
20.93,0.0
20.94,0.0
20.95,0.0
20.96,0.0
20.97,0.0
20.98,0.0
20.99,0.0
21.0,0.0
