wind_speed;ACSA A27/225;ACSA A29/225;Adani 5.2-160;AWT Inc. AWT-26 / WC-86;AWP A/S AWP 90/18;AWP A/S AWP 200/23;Aeolia Windtech D2CF 200;aerodyn SCD 8.0/168;AERODAN 75/15;Alstom ECO 122/2700;AN Bonus 150/30;AN Bonus 450/37;AN Bonus 1000/54;AN Bonus 1300/62;Hummer H8.16-10KW;Hummer H13.2-20KW;Hummer H13.2-30KW;Hummer H17.0-50KW;Hummer H21.0-60KW;Hummer H21.0-100KW;Hummer H25.0-60KW;Hummer H25.0-100KW;Hummer H25.0-200KW;Aria Libellula 20;Aria Libellula 55+;Aria Libellula 60i;ATB Riva Calzoni ATB 60.28 DD;ATB Riva Calzoni ATB 500.54;Aventa AV-7;b.ventus 250 kW;Baltic WindWerke BW 3200;Baltic WindWerke BW 3500;Baltic WindWerke BW 4500;Bergey BWC Excel 10;Bergey Excel 15;Bonus B23/150 Gittermast;Bonus B31/300;Bonus B35/450;Bonus B37/450;Bonus B41/600;Bonus B44/600;Bonus B54/1000;Bonus B62/1300;Bonus B76/2000;Bonus B82/2300;Braun Windturbinen ANTARIS 5.5kW;Braun Windturbinen ANTARIS 12.0kW;Cannon 26/250;Carter CWT 300;CENEMESA FL-19;CRRC CWT1500-D77;CRRC CWT1500-D83;CRRC CWT1500-D87;CRRC CWT1500-D93;CRRC CWT2000-D122;DWP D75/15;DWP D110/19;DWT Danish Wind Tech Windane 10;DWT Danish Wind Tech Windane 29;DWT Danish Wind Tech Windane 31;DWT Danish Wind Tech Windane 34;DWT Danish Wind Tech Windane 34 US;DWT Danish Wind Tech Windane 40;DANREGN Bonus 22;DANREGN Bonus 30;DANREGN Bonus 55;DANREGN Bonus 95;DANREGN Bonus 100;Danwin Danwin 23;DeWind D4 48/600;Dongfang G2000-116 / FD116-2000 geared;ecotècnia ECO 12/30;ecotècnia ECO 48/750;Enercon E-16;Enercon E-17;Enercon E-18;Enercon E-30;Enercon E-33 / 300;Enercon E-40/5.40;Enercon E-40/6.44;Enercon E-44;Enercon E-48;Enercon E-53;Enercon E-58/10.58;Enercon E-66/15.66;Enercon E-66/18.70;Enercon E-70 E4 2.300;Enercon E-82 E2 2.300;Enercon E-82 E2 2.000;Enercon E-82 E4 2.350;Enercon E-82 E4 3.000;Enercon E-92;Enercon E-101;Enercon E-101 E2 3.050;Enercon E-101 E2 3.500;Enercon E-112/45.114;Enercon E-115 2.500;Enercon E-115 EP3 3.000 prototype;Enercon E-115 3.000;Enercon E-126 EP4;Enercon E-126 7.58 EP8;Enercon E-141 EP4;Enercon E-175 EP5;eno energy eno 100;eno energy eno 114 3.5;eno energy eno 126 3.5;Enron 900s;FREEN 20 kW;Fuhrländer FL MD 77;Fuhrländer FL 2500/90;Fuhrländer FL 2500/100;Fuhrländer FL 2500/104;Fuhrländer LLC WTU2.0-93;Fuhrländer LLC WTU2.0-100;Fuhrländer LLC WTU3.0-120;Fuhrländer LLC WTU3.5-120;Fuhrländer LLC WTU4.5-151;FWT 93/2000;FWT 100/2000;FWT 100/2500;FWT 104/2500;FWT 120/3000;Gamesa G52;Gamesa G58;Gamesa G80;Gamesa G83;Gamesa G97;Gamesa G114-2.0MW;Gamesa G114-2.5MW;Gamesa G126-2.5MW;Gamesa G128-4.5MW;Gamesa G128-5.0MW;Gamesa G132-3.3MW;Gamesa G132-5.0MW;Garuda G 1700.84;GE Vernova GE 1.5s;GE Vernova GE 1.5sl;GE Vernova GE 1.6 - 100;GE Vernova GE 2.5 - 100;GE Vernova GE 2.5-103;GE Vernova GE 2.5 - 120;GE Vernova GE 2.75 - 103;GE Vernova GE 2.75 - 120;GE Vernova GE 3.2-130;GE Vernova GE 3.4-137;Greenstorm GS 21 S;WEG AGW 100;Halbes 1 kW;Halbes 2 kW;HEAG HW1-780;HEAG HW3/S2500(90);HEAG HW3/S2500(97);HEAG HW3/S2500(103);HEAG HW3/S2500(110);Iskra AT5-1;Jacobs Wind Electric 31-20;Krogmann 15-50;Kuriant KE 18/4EH;Lagerwey LW 52/750;Lagerwey LW 58/750;Lagerwey LW 72/2000;Leitwind LTW42 250;Leitwind LTW42 500;Leitwind LTW77 800;Leitwind LTW77 850;Leitwind LTW77 1000;Leitwind LTW77 1500;Leitwind LTW80 500;Leitwind LTW80 800;Leitwind LTW80 850;Leitwind LTW80 1000;Leitwind LTW80 1500;Leitwind LTW80 1650;Leitwind LTW80 1800;Leitwind LTW86 1000;Leitwind LTW86 1500;Leitwind LTW90 500;Leitwind LTW90 900;Leitwind LTW90 950;Leitwind LTW90 1000;Leitwind LTW90 1500;Leitwind LTW90 2000;Leitwind LTW101 2000;Leitwind LTW101 2500;Leitwind LTW101 3000;Leitwind LTW104 2000;Leitwind LTW104 2500;MAN Aeroman 11/11;Micon M 530;Micon M 700-225;Mitsubishi MWT-250C;Mitsubishi MWT-500;Multibrid M5000;NEG Micon NM 43/600;NEG Micon NM 44/750;NEG Micon NM 48/750;NEG Micon NM 52/900;NEG Micon NM 54/950;NEG Micon NM 60/1000;NEG Micon NM 72C/1500;NEG Micon NM 72/1650;NEG Micon NM 82/1500;NEG Micon NM 82/1650;Nordex N27/150;Nordex N27/250;Nordex N29;Nordex N43;Nordex N50;Nordex N52;Nordex N60;Nordex N62;Nordex N70;Nordex N77;Nordex N80 Alpha;Nordex N90 Beta;Nordex N90/2500;Nordex N100 Delta;Nordex N100 Gamma;Nordex N117 Delta;Nordex N117 Gamma;Nordex N117/3600 Delta;Nordex N131/3000 Delta;Nordex N131/3300 Delta;Nordex N131/3600 Delta;Nordtank NTK 150;Nordtank NTK 200;Nordtank NTK 400;NPS Northern Power NPS 60-24;NPS Northern Power NPS 100C-24;Norwin 24 STALL 150;Norwin 29 STALL 225;Norwin 47 ASR 500;PowerWind PW56;REpower 48/600;Ropatec 3kW;S&G Engineering SG2500.131 DD;S&G Engineering SG2700.100 DD;S&G Engineering SG2700.116 DD;Samsung 25s;SANY SE8220;SANY SE8720;SANY SE9315;SANY SE9320;SANY SE10015;SANY SE10020;SANY SE11520;SANY SE11525;SANY SE12120;SANY SE12125;SANY SE12130;SANY SE12520;SANY SE12525;SANY SE12725;SANY SE12730;SANY SE13122;SANY SE13125;SANY SE13625;SANY SE14525;Senvion 3.0M122;Senvion 3.2M114;Senvion 3.2M122;Senvion 3.4M114;Senvion 3.4M140;Senvion MM100;Siemens SWT-2.3-113;Siemens SWT-3.15-142;Siemens SWT-3.2-113;Siemens SWT-3.3-130;Siemens SWT-3.3-130 LN;Siemens SWT-3.6-120 Onshore;Siemens SWT-3.6-130;Siva 250/50;Südwind S-70;Südwind S-70 (special nacelle);Südwind S-77;superwind SW 350-II;Suzlon S 33-350;Suzlon S 60-1000;Suzlon S 62-1000;Suzlon S 64-950;Suzlon S 64-1000;Suzlon S 64-1250;Suzlon S 66-1250;Suzlon S 88-2100;Tacke TW 45;Tacke TW 80;Tacke TW 500;Tacke TW 600;Tellus T-1780;Wind Turbine Company WTC 100;TUGE 10 kW;TURBOWINDS T400-34;TURBOWINDS T600-48;Unison U54;USW U.S. Windpower 56-100;Vensys 77/1500;Vensys 100/2500;Vensys 109/2500;Vensys 112/2500;Vensys 120/3000;Venturicon 3.ZERO;Vergnet GEV HP 1000/62;Vergnet GEV MP C 200/30;Vergnet GEV MP C 200/32;Vergnet GEV MP R 275/32;Vergnet GEV MP C 275/30;Vestas V19-90;Vestas V20;Vestas V27;Vestas V27_2;Vestas V29;Vestas V39;Vestas V42;Vestas V44;Vestas V47;Vestas V52;Vestas V63;Vestas V66-1.65;Vestas V66-1.75;Vestas V80-1.8;Vestas V90;Vestas V90 Gridstreamer;Vestas V100-1.8;Vestas V112-3.0 Offshore;Vestas V112-3.075 Onshore;Vestas V112-3.3;Vestas V112-3.45;Vestas V117-3.3;Vestas V117-3.45;Vestas V126-3.0;Vestas V126-3.3;Vestas V126-3.45;Vestas V136-3.45;Vestas V164-8.0;Vind-Syssel VS130/22;W2E Wind to Energy W2E-93/2.0;W2E Wind to Energy W2E-100/2.0;W2E Wind to Energy W2E-100/2.5;W2E Wind to Energy W2E-110/2.5;W2E Wind to Energy W2E-120/3fc;W2E Wind to Energy W2E-120/3.5fc;W2E Wind to Energy W2E-120/3.2fc;W2E Wind to Energy W2E-138/3.0fc;W2E Wind to Energy W2E-145/3.0fc;W2E Wind to Energy W2E-151/4.5;W2E Wind to Energy W2E-151/4.8;W2E Wind to Energy W2E-151/4.8fc;W2E Wind to Energy W2E-155/4.5fc;W2E Wind to Energy W2E-165/5.2;W2E Wind to Energy W2E-171/8.0;W2E Wind to Energy W2E-172/5.5;W2E Wind to Energy W2E-185/6.0;W2E Wind to Energy W2E-215/9.0;WDRVM WD2.5-103;WES 18/80;WES 18/100;WES 20/50;WES 30/250;Wincon W755/48;WEG Wind EnergyGroup WEG MS-3;WESPA 200/29;WESPA 200/31;WESPA 500/47;WESPA 750/47;Wind World (India) ww-53;Wind World W2700;Windflow 45-500;Windflow 33-500;WindMaster / HMZ WM 300/25;WindMaster / HMZ WM 600 VS45;Windspot 7.5Kw;WinWinD WWD-1 D56;WinWinD WWD-1 D60;WinWinD WWD-1 D64
18.35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.13;;0.16;;0.09;0.12;0.1;0.12;;0.1;;0.1;0.11;0.1;;;;;0.1;;;;;;;0.11;0.09;0.1;0.11;0.09;;;;;0.1;0.06;0.09;0.1;0.12;0.13;0.1;0.12;;;;0.07;;0.1;0.08;0.11;0.09;0.09;0.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.12;0.13;;0.1;;0.12;;;;;;;;;;;;0.14;;;;;;;;;;;;;;;;;;;;;;;;;;0.09;;;0.11;0.06;0.09;0.08;0.08;0.11;0.07;0.1;0.11;0.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.1;;0.1;0.1;0.11;0.12;0.1;0.11;0.08;0.09;0.1;;;;0.11;0.09;0.11;;0.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.15
18.36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.13;;0.16;;0.09;0.12;0.1;0.12;;0.1;;0.1;0.11;0.1;;;;;0.1;;;;;;;0.11;0.09;0.1;0.11;0.09;;;;;0.1;0.06;0.09;0.1;0.12;0.13;0.1;0.12;;;;0.07;;0.1;0.08;0.11;0.09;0.09;0.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.12;0.13;;0.1;;0.12;;;;;;;;;;;;0.14;;;;;;;;;;;;;;;;;;;;;;;;;;0.09;;;0.11;0.06;0.09;0.08;0.08;0.11;0.07;0.1;0.11;0.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.1;;0.1;0.1;0.11;0.12;0.1;0.11;0.08;0.09;0.1;;;;0.1;0.09;0.11;;0.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.15
18.37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.13;;0.16;;0.09;0.12;0.1;0.12;;0.1;;0.1;0.11;0.1;;;;;0.1;;;;;;;0.11;0.09;0.1;0.11;0.09;;;;;0.1;0.06;0.09;0.1;0.12;0.13;0.1;0.12;;;;0.07;;0.1;0.08;0.11;0.09;0.09;0.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.12;0.13;;0.1;;0.12;;;;;;;;;;;;0.14;;;;;;;;;;;;;;;;;;;;;;;;;;0.09;;;0.11;0.06;0.09;0.08;0.08;0.11;0.07;0.1;0.11;0.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.1;;0.1;0.1;0.11;0.12;0.1;0.11;0.08;0.09;0.1;;;;0.1;0.09;0.11;;0.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.15
18.38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.13;;0.16;;0.09;0.12;0.1;0.12;;0.1;;0.1;0.11;0.1;;;;;0.1;;;;;;;0.11;0.09;0.1;0.11;0.09;;;;;0.1;0.06;0.09;0.1;0.12;0.13;0.1;0.12;;;;0.07;;0.1;0.08;0.11;0.09;0.09;0.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.12;0.13;;0.1;;0.12;;;;;;;;;;;;0.14;;;;;;;;;;;;;;;;;;;;;;;;;;0.09;;;0.11;0.06;0.09;0.08;0.08;0.11;0.07;0.1;0.11;0.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.1;;0.1;0.1;0.11;0.12;0.1;0.11;0.08;0.09;0.1;;;;0.1;0.09;0.11;;0.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.15
18.39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.13;;0.16;;0.09;0.12;0.1;0.12;;0.1;;0.1;0.11;0.1;;;;;0.1;;;;;;;0.11;0.09;0.1;0.11;0.09;;;;;0.1;0.06;0.09;0.1;0.12;0.13;0.1;0.12;;;;0.07;;0.1;0.08;0.11;0.09;0.09;0.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.12;0.13;;0.1;;0.11;;;;;;;;;;;;0.14;;;;;;;;;;;;;;;;;;;;;;;;;;0.09;;;0.11;0.06;0.09;0.08;0.08;0.11;0.07;0.1;0.11;0.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.1;;0.1;0.1;0.11;0.12;0.1;0.11;0.08;0.09;0.1;;;;0.1;0.09;0.11;;0.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.15
18.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.13;;0.16;;0.09;0.12;0.1;0.12;;0.1;;0.1;0.11;0.1;;;;;0.1;;;;;;;0.11;0.09;0.1;0.11;0.09;;;;;0.1;0.06;0.09;0.1;0.12;0.13;0.1;0.12;;;;0.07;;0.1;0.08;0.11;0.09;0.09;0.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.12;0.13;;0.1;;0.11;;;;;;;;;;;;0.14;;;;;;;;;;;;;;;;;;;;;;;;;;0.09;;;0.11;0.06;0.09;0.08;0.08;0.11;0.07;0.1;0.11;0.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.1;;0.1;0.1;0.11;0.12;0.1;0.11;0.08;0.09;0.1;;;;0.1;0.09;0.11;;0.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.15
18.41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.13;;0.16;;0.09;0.12;0.1;0.12;;0.1;;0.1;0.11;0.1;;;;;0.1;;;;;;;0.11;0.09;0.1;0.11;0.09;;;;;0.1;0.06;0.08;0.1;0.12;0.13;0.1;0.12;;;;0.07;;0.1;0.08;0.11;0.09;0.09;0.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.12;0.13;;0.1;;0.11;;;;;;;;;;;;0.14;;;;;;;;;;;;;;;;;;;;;;;;;;0.09;;;0.11;0.06;0.09;0.08;0.08;0.11;0.07;0.1;0.11;0.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.1;;0.1;0.1;0.11;0.12;0.1;0.11;0.08;0.09;0.1;;;;0.1;0.09;0.11;;0.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.15
18.42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.13;;0.16;;0.09;0.12;0.1;0.12;;0.1;;0.1;0.11;0.1;;;;;0.1;;;;;;;0.11;0.09;0.1;0.11;0.09;;;;;0.1;0.06;0.08;0.1;0.12;0.13;0.1;0.12;;;;0.07;;0.1;0.08;0.11;0.09;0.09;0.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.12;0.13;;0.1;;0.11;;;;;;;;;;;;0.14;;;;;;;;;;;;;;;;;;;;;;;;;;0.08;;;0.11;0.06;0.08;0.08;0.08;0.11;0.07;0.1;0.11;0.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.1;;0.1;0.1;0.11;0.12;0.1;0.11;0.08;0.09;0.1;;;;0.1;0.09;0.11;;0.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.15
18.43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.13;;0.16;;0.09;0.12;0.1;0.12;;0.1;;0.1;0.11;0.1;;;;;0.1;;;;;;;0.11;0.09;0.1;0.11;0.09;;;;;0.1;0.06;0.08;0.1;0.12;0.13;0.1;0.12;;;;0.07;;0.1;0.08;0.11;0.09;0.09;0.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.12;0.13;;0.1;;0.11;;;;;;;;;;;;0.14;;;;;;;;;;;;;;;;;;;;;;;;;;0.08;;;0.11;0.06;0.08;0.08;0.08;0.11;0.07;0.1;0.11;0.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.1;;0.1;0.1;0.11;0.12;0.1;0.11;0.08;0.09;0.1;;;;0.1;0.09;0.11;;0.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.14
18.44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.13;;0.16;;0.09;0.12;0.1;0.12;;0.1;;0.09;0.11;0.1;;;;;0.1;;;;;;;0.11;0.09;0.1;0.11;0.09;;;;;0.1;0.06;0.08;0.1;0.12;0.13;0.1;0.12;;;;0.07;;0.1;0.08;0.11;0.09;0.09;0.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.12;0.13;;0.1;;0.11;;;;;;;;;;;;0.14;;;;;;;;;;;;;;;;;;;;;;;;;;0.08;;;0.11;0.05;0.08;0.08;0.08;0.11;0.07;0.1;0.11;0.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.1;;0.1;0.1;0.11;0.12;0.1;0.11;0.08;0.09;0.09;;;;0.1;0.09;0.11;;0.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.14
18.45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.12;;0.16;;0.09;0.12;0.1;0.12;;0.09;;0.09;0.11;0.1;;;;;0.1;;;;;;;0.11;0.09;0.1;0.1;0.09;;;;;0.1;0.06;0.08;0.1;0.12;0.13;0.1;0.12;;;;0.07;;0.1;0.08;0.11;0.09;0.09;0.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.12;0.13;;0.1;;0.11;;;;;;;;;;;;0.14;;;;;;;;;;;;;;;;;;;;;;;;;;0.08;;;0.11;0.05;0.08;0.08;0.08;0.11;0.07;0.1;0.11;0.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.1;;0.1;0.1;0.11;0.12;0.1;0.11;0.08;0.09;0.09;;;;0.1;0.09;0.11;;0.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.14
18.46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.12;;0.16;;0.09;0.12;0.1;0.12;;0.09;;0.09;0.11;0.1;;;;;0.1;;;;;;;0.11;0.09;0.1;0.1;0.09;;;;;0.1;0.06;0.08;0.1;0.12;0.13;0.1;0.12;;;;0.07;;0.1;0.08;0.11;0.09;0.09;0.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.12;0.13;;0.1;;0.11;;;;;;;;;;;;0.14;;;;;;;;;;;;;;;;;;;;;;;;;;0.08;;;0.11;0.05;0.08;0.08;0.08;0.11;0.07;0.1;0.11;0.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.1;;0.1;0.1;0.11;0.12;0.1;0.11;0.08;0.09;0.09;;;;0.1;0.09;0.11;;0.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.14
18.47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.12;;0.16;;0.09;0.12;0.1;0.12;;0.09;;0.09;0.11;0.1;;;;;0.1;;;;;;;0.11;0.09;0.1;0.1;0.09;;;;;0.1;0.06;0.08;0.1;0.12;0.13;0.1;0.12;;;;0.07;;0.1;0.08;0.11;0.09;0.09;0.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.12;0.13;;0.1;;0.11;;;;;;;;;;;;0.14;;;;;;;;;;;;;;;;;;;;;;;;;;0.08;;;0.11;0.05;0.08;0.08;0.08;0.11;0.07;0.1;0.11;0.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.1;;0.1;0.1;0.11;0.12;0.1;0.11;0.08;0.09;0.09;;;;0.1;0.09;0.11;;0.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.14
18.48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.12;;0.16;;0.09;0.12;0.1;0.12;;0.09;;0.09;0.11;0.1;;;;;0.1;;;;;;;0.11;0.09;0.1;0.1;0.09;;;;;0.1;0.06;0.08;0.1;0.12;0.13;0.1;0.12;;;;0.07;;0.1;0.08;0.11;0.09;0.09;0.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.12;0.13;;0.1;;0.11;;;;;;;;;;;;0.14;;;;;;;;;;;;;;;;;;;;;;;;;;0.08;;;0.11;0.05;0.08;0.08;0.08;0.11;0.07;0.1;0.11;0.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.1;;0.1;0.1;0.11;0.12;0.1;0.11;0.08;0.09;0.09;;;;0.1;0.09;0.11;;0.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.14
18.49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.12;;0.15;;0.09;0.12;0.1;0.12;;0.09;;0.09;0.11;0.1;;;;;0.1;;;;;;;0.11;0.09;0.1;0.1;0.09;;;;;0.1;0.06;0.08;0.1;0.12;0.12;0.1;0.12;;;;0.07;;0.1;0.08;0.11;0.09;0.09;0.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.12;0.13;;0.1;;0.11;;;;;;;;;;;;0.14;;;;;;;;;;;;;;;;;;;;;;;;;;0.08;;;0.11;0.05;0.08;0.08;0.08;0.11;0.07;0.1;0.11;0.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.1;;0.1;0.1;0.11;0.12;0.1;0.11;0.08;0.09;0.09;;;;0.1;0.09;0.11;;0.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.14
18.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.12;;0.15;;0.09;0.12;0.1;0.12;;0.09;;0.09;0.11;0.1;;;;;0.1;;;;;;;0.11;0.09;0.1;0.1;0.09;;;;;0.1;0.06;0.08;0.1;0.12;0.12;0.1;0.12;;;;0.07;;0.1;0.08;0.11;0.09;0.09;0.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.12;0.13;;0.1;;0.11;;;;;;;;;;;;0.14;;;;;;;;;;;;;;;;;;;;;;;;;;0.08;;;0.11;0.05;0.08;0.08;0.08;0.11;0.07;0.1;0.11;0.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.1;;0.1;0.1;0.11;0.12;0.1;0.11;0.08;0.09;0.09;;;;0.1;0.09;0.11;;0.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.14
