experiment,park_id,variant,r2,energy_ratio,wasserstein,rmse_n,mae_n,n_hours,outlier_share,bias_n,commissioning_date,age_years_2023_12
M2noage,02483,clean,0.913426,0.944574,0.033651,0.109104,0.081268,6183,0.176917,-0.025295,2015-12-01,8.0
M2noage,02483,clean_exkl_curt,0.910308,0.943591,0.033284,0.110028,0.081985,6183,0.176917,-0.025295,2015-12-01,8.0
M2noage,04745,raw,0.525113,1.285627,0.034707,0.09657,0.055256,7501,0.012932,0.030733,2003-06-01,20.5
M2noage,04745,clean,0.57589,1.273715,0.033261,0.088639,0.052327,7404,0.012932,0.028947,2003-06-01,20.5
M2noage,04745,clean_exkl_curt,0.548131,1.282002,0.032157,0.084216,0.049622,7404,0.012932,0.028947,2003-06-01,20.5
M2noage,05347,raw,0.571036,1.193672,0.052478,0.197096,0.12279,7511,0.231261,0.05247,2018-07-01,5.42
M2noage,05347,clean,0.808211,1.077821,0.038861,0.12452,0.082292,5774,0.231261,0.02056,2018-07-01,5.42
M2noage,05347,clean_exkl_curt,0.794472,1.078394,0.038893,0.124811,0.082649,5774,0.231261,0.02056,2018-07-01,5.42
M2noage,05426,raw,0.668687,1.108915,0.030943,0.176351,0.110602,7512,0.151624,0.030761,2016-09-26,7.18
M2noage,05426,clean,0.837522,1.060662,0.019296,0.122268,0.085071,6373,0.151624,0.018165,2016-09-26,7.18
M2noage,05426,clean_exkl_curt,0.832245,1.061508,0.019109,0.122003,0.085102,6373,0.151624,0.018165,2016-09-26,7.18
M2noage,07374,raw,0.551858,1.263283,0.050609,0.140181,0.086581,7512,0.030884,0.050607,2002-05-17,21.54
M2noage,07374,clean,0.643101,1.223801,0.044398,0.125133,0.08066,7280,0.030884,0.044224,2002-05-17,21.54
M2noage,07374,clean_exkl_curt,0.648273,1.217844,0.041544,0.120004,0.07754,7280,0.030884,0.044224,2002-05-17,21.54
M3,00198_1,raw,0.378496,1.088502,0.033812,0.216586,0.136316,7512,0.09558,0.023854,2013-09-01,10.25
M3,00198_1,clean,0.536349,1.045913,0.036853,0.183274,0.120087,6794,0.09558,0.01271,2013-09-01,10.25
M3,00198_1,clean_exkl_curt,0.511651,1.038316,0.036985,0.182826,0.119627,6794,0.09558,0.01271,2013-09-01,10.25
M3,00198_2,raw,0.707921,1.010141,0.031215,0.181421,0.121947,3649,0.207728,0.003664,2018-12-13,4.97
M3,00198_2,clean,0.870018,0.994592,0.026491,0.118924,0.084444,2891,0.207728,-0.001832,2018-12-13,4.97
M3,00198_2,clean_exkl_curt,0.866016,0.992152,0.027058,0.119579,0.084884,2891,0.207728,-0.001832,2018-12-13,4.97
M3,00282,raw,0.546564,0.893576,0.044522,0.22141,0.144326,7512,0.14976,-0.038251,2017-02-20,6.78
M3,00282,clean,0.72473,0.802899,0.069911,0.17078,0.115111,6387,0.14976,-0.069906,2017-02-20,6.78
M3,00282,clean_exkl_curt,0.719767,0.800206,0.070446,0.171258,0.115674,6387,0.14976,-0.069906,2017-02-20,6.78
M3,00298,raw,0.501667,1.282339,0.099513,0.232993,0.143804,7512,0.170261,0.099512,2016-12-01,7.0
M3,00298,clean,0.794057,1.194596,0.068526,0.147278,0.10024,6233,0.170261,0.068053,2016-12-01,7.0
M3,00298,clean_exkl_curt,0.785668,1.202533,0.069601,0.148439,0.101231,6233,0.170261,0.068053,2016-12-01,7.0
M3,01200_1,raw,0.079879,1.552785,0.151956,0.279951,0.171561,7512,0.127396,0.151956,2012-01-01,11.92
M3,01200_1,clean,0.614632,1.39829,0.11081,0.174863,0.124101,6555,0.127396,0.11015,2012-01-01,11.92
M3,01200_1,clean_exkl_curt,0.588153,1.415295,0.110924,0.175194,0.124304,6555,0.127396,0.11015,2012-01-01,11.92
M3,01200_2,raw,0.369982,1.49887,0.142516,0.230952,0.156123,7512,0.140176,0.142512,2014-01-01,9.91
M3,01200_2,clean,0.44166,1.532356,0.13211,0.19602,0.138594,6459,0.140176,0.13204,2014-01-01,9.91
M3,01200_2,clean_exkl_curt,0.404515,1.554515,0.132386,0.196145,0.138737,6459,0.140176,0.13204,2014-01-01,9.91
M3,01303_1,raw,0.672082,1.289806,0.063454,0.134767,0.091222,7511,0.065504,0.063107,2009-02-02,14.83
M3,01303_1,clean,0.7081,1.306106,0.062648,0.117271,0.082344,7019,0.065504,0.06199,2009-02-02,14.83
M3,01303_1,clean_exkl_curt,0.689393,1.31411,0.061661,0.115869,0.081103,7019,0.065504,0.06199,2009-02-02,14.83
M3,01303_2,raw,0.650321,1.279472,0.056342,0.127634,0.08514,7511,0.080149,0.055816,2001-11-23,22.02
M3,01303_2,clean,0.69547,1.287362,0.053948,0.107678,0.075082,6909,0.080149,0.052808,2001-11-23,22.02
M3,01303_2,clean_exkl_curt,0.679781,1.290981,0.05249,0.105827,0.073463,6909,0.080149,0.052808,2001-11-23,22.02
M3,02483,raw,0.688591,0.925067,0.034736,0.200786,0.1335,7512,0.187167,-0.034736,2015-12-01,8.0
M3,02483,clean,0.882329,0.897368,0.046334,0.127672,0.090736,6106,0.187167,-0.046334,2015-12-01,8.0
M3,02483,clean_exkl_curt,0.877485,0.893138,0.047308,0.129151,0.091768,6106,0.187167,-0.046334,2015-12-01,8.0
M3,04745,raw,0.612741,1.219801,0.026349,0.087206,0.049669,7501,0.012398,0.02365,2003-06-01,20.5
M3,04745,clean,0.667362,1.202979,0.02452,0.078332,0.046725,7408,0.012398,0.021486,2003-06-01,20.5
M3,04745,clean_exkl_curt,0.646656,1.209325,0.023668,0.074075,0.044228,7408,0.012398,0.021486,2003-06-01,20.5
M3,05347,raw,0.549449,1.186305,0.051064,0.201994,0.125726,7511,0.228731,0.050474,2018-07-01,5.42
M3,05347,clean,0.786221,1.074081,0.046994,0.130359,0.085598,5793,0.228731,0.019042,2018-07-01,5.42
M3,05347,clean_exkl_curt,0.773946,1.071829,0.046862,0.130116,0.085582,5793,0.228731,0.019042,2018-07-01,5.42
M3,05426,raw,0.577596,1.137724,0.038902,0.199123,0.125449,7512,0.156816,0.038898,2016-09-26,7.18
M3,05426,clean,0.757446,1.106098,0.035194,0.146752,0.098965,6334,0.156816,0.030948,2016-09-26,7.18
M3,05426,clean_exkl_curt,0.746557,1.106488,0.035217,0.147197,0.099277,6334,0.156816,0.030948,2016-09-26,7.18
M3,07374,raw,0.670583,1.10846,0.02085,0.120186,0.072405,7512,0.031949,0.020848,2002-05-17,21.54
M3,07374,clean,0.749489,1.072344,0.014594,0.10477,0.066842,7272,0.031949,0.014297,2002-05-17,21.54
M3,07374,clean_exkl_curt,0.752953,1.064924,0.012672,0.100488,0.064273,7272,0.031949,0.014297,2002-05-17,21.54
M3allconst,00198_1,raw,0.40048,1.042841,0.033141,0.212721,0.134294,7512,0.09558,0.011547,2013-09-01,10.25
M3allconst,00198_1,clean,0.555738,1.000411,0.037715,0.179401,0.118238,6794,0.09558,0.000114,2013-09-01,10.25
M3allconst,00198_1,clean_exkl_curt,0.531317,0.991571,0.038125,0.179107,0.117853,6794,0.09558,0.000114,2013-09-01,10.25
M3allconst,00198_2,raw,0.707955,0.99153,0.034462,0.181411,0.121788,3649,0.207728,-0.00306,2018-12-13,4.97
M3allconst,00198_2,clean,0.868037,0.975418,0.030884,0.119827,0.084771,2891,0.207728,-0.008326,2018-12-13,4.97
M3allconst,00198_2,clean_exkl_curt,0.863924,0.972757,0.03148,0.120509,0.085208,2891,0.207728,-0.008326,2018-12-13,4.97
M3allconst,00282,raw,0.546564,0.893576,0.044522,0.22141,0.144326,7512,0.14976,-0.038251,2017-02-20,6.78
M3allconst,00282,clean,0.72473,0.802899,0.069911,0.17078,0.115111,6387,0.14976,-0.069906,2017-02-20,6.78
M3allconst,00282,clean_exkl_curt,0.719767,0.800206,0.070446,0.171258,0.115674,6387,0.14976,-0.069906,2017-02-20,6.78
M3allconst,00298,raw,0.501667,1.282339,0.099513,0.232993,0.143804,7512,0.170261,0.099512,2016-12-01,7.0
M3allconst,00298,clean,0.794057,1.194596,0.068526,0.147278,0.10024,6233,0.170261,0.068053,2016-12-01,7.0
M3allconst,00298,clean_exkl_curt,0.785668,1.202533,0.069601,0.148439,0.101231,6233,0.170261,0.068053,2016-12-01,7.0
M3allconst,01200_1,raw,0.155224,1.485097,0.133349,0.268245,0.157867,7512,0.127396,0.133349,2012-01-01,11.92
M3allconst,01200_1,clean,0.694774,1.326788,0.091332,0.155622,0.108798,6555,0.127396,0.090376,2012-01-01,11.92
M3allconst,01200_1,clean_exkl_curt,0.673738,1.340675,0.091403,0.155931,0.108982,6555,0.127396,0.090376,2012-01-01,11.92
M3allconst,01200_2,raw,0.442229,1.443832,0.126796,0.217307,0.1436,7512,0.140176,0.12679,2014-01-01,9.91
M3allconst,01200_2,clean,0.536999,1.466907,0.115895,0.178502,0.124226,6459,0.140176,0.115807,2014-01-01,9.91
M3allconst,01200_2,clean_exkl_curt,0.506222,1.486565,0.116188,0.178611,0.124324,6459,0.140176,0.115807,2014-01-01,9.91
M3allconst,01303_1,raw,0.672082,1.289806,0.063454,0.134767,0.091222,7511,0.065504,0.063107,2009-02-02,14.83
M3allconst,01303_1,clean,0.7081,1.306106,0.062648,0.117271,0.082344,7019,0.065504,0.06199,2009-02-02,14.83
M3allconst,01303_1,clean_exkl_curt,0.689393,1.31411,0.061661,0.115869,0.081103,7019,0.065504,0.06199,2009-02-02,14.83
M3allconst,01303_2,raw,0.754348,1.133989,0.028231,0.106978,0.069829,7511,0.080149,0.02676,2001-11-23,22.02
M3allconst,01303_2,clean,0.815895,1.129298,0.025992,0.083723,0.058834,6909,0.080149,0.023761,2001-11-23,22.02
M3allconst,01303_2,clean_exkl_curt,0.806038,1.129627,0.025076,0.082363,0.057699,6909,0.080149,0.023761,2001-11-23,22.02
M3allconst,02483,raw,0.688591,0.925067,0.034736,0.200786,0.1335,7512,0.187167,-0.034736,2015-12-01,8.0
M3allconst,02483,clean,0.882329,0.897368,0.046334,0.127672,0.090736,6106,0.187167,-0.046334,2015-12-01,8.0
M3allconst,02483,clean_exkl_curt,0.877485,0.893138,0.047308,0.129151,0.091768,6106,0.187167,-0.046334,2015-12-01,8.0
M3allconst,04745,raw,0.70799,1.073856,0.012325,0.075726,0.043406,7501,0.012398,0.007947,2003-06-01,20.5
M3allconst,04745,clean,0.755734,1.057036,0.010888,0.067125,0.040676,7408,0.012398,0.006038,2003-06-01,20.5
M3allconst,04745,clean_exkl_curt,0.744205,1.061031,0.011131,0.063026,0.038266,7408,0.012398,0.006038,2003-06-01,20.5
M3allconst,05347,raw,0.564788,1.164031,0.046651,0.198526,0.123566,7511,0.228731,0.044439,2018-07-01,5.42
M3allconst,05347,clean,0.798579,1.051834,0.045171,0.126535,0.083569,5793,0.228731,0.013324,2018-07-01,5.42
M3allconst,05347,clean_exkl_curt,0.786767,1.048876,0.045139,0.126372,0.083605,5793,0.228731,0.013324,2018-07-01,5.42
M3allconst,05426,raw,0.5922,1.107882,0.032857,0.195651,0.122588,7512,0.156816,0.03047,2016-09-26,7.18
M3allconst,05426,clean,0.772746,1.076889,0.03404,0.142048,0.095929,6334,0.156816,0.022428,2016-09-26,7.18
M3allconst,05426,clean_exkl_curt,0.762589,1.076459,0.034197,0.142465,0.096225,6334,0.156816,0.022428,2016-09-26,7.18
M3allconst,07374,raw,0.670583,1.10846,0.02085,0.120186,0.072405,7512,0.031949,0.020848,2002-05-17,21.54
M3allconst,07374,clean,0.749489,1.072344,0.014594,0.10477,0.066842,7272,0.031949,0.014297,2002-05-17,21.54
M3allconst,07374,clean_exkl_curt,0.752953,1.064924,0.012672,0.100488,0.064273,7272,0.031949,0.014297,2002-05-17,21.54
M3noage,00198_1,raw,0.378496,1.088502,0.033812,0.216586,0.136316,7512,0.09558,0.023854,2013-09-01,10.25
M3noage,00198_1,clean,0.536349,1.045913,0.036853,0.183274,0.120087,6794,0.09558,0.01271,2013-09-01,10.25
M3noage,00198_1,clean_exkl_curt,0.511651,1.038316,0.036985,0.182826,0.119627,6794,0.09558,0.01271,2013-09-01,10.25
M3noage,00198_2,raw,0.707921,1.010141,0.031215,0.181421,0.121947,3649,0.207728,0.003664,2018-12-13,4.97
M3noage,00198_2,clean,0.870018,0.994592,0.026491,0.118924,0.084444,2891,0.207728,-0.001832,2018-12-13,4.97
M3noage,00198_2,clean_exkl_curt,0.866016,0.992152,0.027058,0.119579,0.084884,2891,0.207728,-0.001832,2018-12-13,4.97
M3noage,00282,raw,0.55407,0.918024,0.037705,0.21957,0.142675,7512,0.14976,-0.029464,2017-02-20,6.78
M3noage,00282,clean,0.739883,0.827621,0.061154,0.166013,0.112222,6387,0.14976,-0.061138,2017-02-20,6.78
M3noage,00282,clean_exkl_curt,0.735093,0.825098,0.06168,0.166509,0.112801,6387,0.14976,-0.061138,2017-02-20,6.78
M3noage,00298,raw,0.472258,1.313983,0.110667,0.23977,0.149926,7512,0.170261,0.110666,2016-12-01,7.0
M3noage,00298,clean,0.764444,1.227902,0.080131,0.157511,0.107282,6233,0.170261,0.0797,2016-12-01,7.0
M3noage,00298,clean_exkl_curt,0.754907,1.236697,0.081212,0.158734,0.108307,6233,0.170261,0.0797,2016-12-01,7.0
M3noage,01200_1,raw,0.079879,1.552785,0.151956,0.279951,0.171561,7512,0.127396,0.151956,2012-01-01,11.92
M3noage,01200_1,clean,0.614632,1.39829,0.11081,0.174863,0.124101,6555,0.127396,0.11015,2012-01-01,11.92
M3noage,01200_1,clean_exkl_curt,0.588153,1.415295,0.110924,0.175194,0.124304,6555,0.127396,0.11015,2012-01-01,11.92
M3noage,01200_2,raw,0.369982,1.49887,0.142516,0.230952,0.156123,7512,0.140176,0.142512,2014-01-01,9.91
M3noage,01200_2,clean,0.44166,1.532356,0.13211,0.19602,0.138594,6459,0.140176,0.13204,2014-01-01,9.91
M3noage,01200_2,clean_exkl_curt,0.404515,1.554515,0.132386,0.196145,0.138737,6459,0.140176,0.13204,2014-01-01,9.91
M3noage,01303_1,raw,0.574081,1.386903,0.084597,0.153591,0.105957,7511,0.065504,0.084251,2009-02-02,14.83
M3noage,01303_1,clean,0.591604,1.411249,0.083941,0.138712,0.098172,7019,0.065504,0.083282,2009-02-02,14.83
M3noage,01303_1,clean_exkl_curt,0.564565,1.422848,0.082773,0.13719,0.096807,7019,0.065504,0.083282,2009-02-02,14.83
M3noage,01303_2,raw,0.650321,1.279472,0.056342,0.127634,0.08514,7511,0.080149,0.055816,2001-11-23,22.02
M3noage,01303_2,clean,0.69547,1.287362,0.053948,0.107678,0.075082,6909,0.080149,0.052808,2001-11-23,22.02
M3noage,01303_2,clean_exkl_curt,0.679781,1.290981,0.05249,0.105827,0.073463,6909,0.080149,0.052808,2001-11-23,22.02
M3noage,02483,raw,0.692893,0.948849,0.023719,0.199394,0.132221,7512,0.187167,-0.023712,2015-12-01,8.0
M3noage,02483,clean,0.890703,0.921388,0.03549,0.123045,0.088224,6106,0.187167,-0.03549,2015-12-01,8.0
M3noage,02483,clean_exkl_curt,0.88636,0.917819,0.036382,0.124385,0.08919,6106,0.187167,-0.03549,2015-12-01,8.0
M3noage,04745,raw,0.612741,1.219801,0.026349,0.087206,0.049669,7501,0.012398,0.02365,2003-06-01,20.5
M3noage,04745,clean,0.667362,1.202979,0.02452,0.078332,0.046725,7408,0.012398,0.021486,2003-06-01,20.5
M3noage,04745,clean_exkl_curt,0.646656,1.209325,0.023668,0.074075,0.044228,7408,0.012398,0.021486,2003-06-01,20.5
M3noage,05347,raw,0.549449,1.186305,0.051064,0.201994,0.125726,7511,0.228731,0.050474,2018-07-01,5.42
M3noage,05347,clean,0.786221,1.074081,0.046994,0.130359,0.085598,5793,0.228731,0.019042,2018-07-01,5.42
M3noage,05347,clean_exkl_curt,0.773946,1.071829,0.046862,0.130116,0.085582,5793,0.228731,0.019042,2018-07-01,5.42
M3noage,05426,raw,0.577596,1.137724,0.038902,0.199123,0.125449,7512,0.156816,0.038898,2016-09-26,7.18
M3noage,05426,clean,0.757446,1.106098,0.035194,0.146752,0.098965,6334,0.156816,0.030948,2016-09-26,7.18
M3noage,05426,clean_exkl_curt,0.746557,1.106488,0.035217,0.147197,0.099277,6334,0.156816,0.030948,2016-09-26,7.18
M3noage,07374,raw,0.58031,1.247847,0.047642,0.135658,0.083353,7512,0.031949,0.047639,2002-05-17,21.54
M3noage,07374,clean,0.673189,1.207764,0.041212,0.119667,0.077273,7272,0.031949,0.041059,2002-05-17,21.54
M3noage,07374,clean_exkl_curt,0.677103,1.202347,0.038578,0.114883,0.074363,7272,0.031949,0.041059,2002-05-17,21.54
M4,00198_1,raw,0.378496,1.088502,0.033812,0.216586,0.136316,7512,0.09558,0.023854,2013-09-01,10.25
M4,00198_1,clean,0.536349,1.045913,0.036853,0.183274,0.120087,6794,0.09558,0.01271,2013-09-01,10.25
M4,00198_1,clean_exkl_curt,0.511651,1.038316,0.036985,0.182826,0.119627,6794,0.09558,0.01271,2013-09-01,10.25
M4,00198_2,raw,0.707921,1.010141,0.031215,0.181421,0.121947,3649,0.207728,0.003664,2018-12-13,4.97
M4,00198_2,clean,0.870018,0.994592,0.026491,0.118924,0.084444,2891,0.207728,-0.001832,2018-12-13,4.97
M4,00198_2,clean_exkl_curt,0.866016,0.992152,0.027058,0.119579,0.084884,2891,0.207728,-0.001832,2018-12-13,4.97
M4,00282,raw,0.551515,0.909038,0.040131,0.220198,0.143232,7512,0.14976,-0.032694,2017-02-20,6.78
M4,00282,clean,0.734569,0.818512,0.064377,0.1677,0.113221,6387,0.14976,-0.064368,2017-02-20,6.78
M4,00282,clean_exkl_curt,0.729716,0.81593,0.064906,0.168191,0.113797,6387,0.14976,-0.064368,2017-02-20,6.78
M4,00298,raw,0.483726,1.302011,0.106447,0.23715,0.147565,7512,0.170261,0.106446,2016-12-01,7.0
M4,00298,clean,0.776101,1.215298,0.075742,0.153564,0.104559,6233,0.170261,0.075293,2016-12-01,7.0
M4,00298,clean_exkl_curt,0.767001,1.223782,0.076825,0.154768,0.105574,6233,0.170261,0.075293,2016-12-01,7.0
M4,01200_1,raw,0.079879,1.552785,0.151956,0.279951,0.171561,7512,0.127396,0.151956,2012-01-01,11.92
M4,01200_1,clean,0.614632,1.39829,0.11081,0.174863,0.124101,6555,0.127396,0.11015,2012-01-01,11.92
M4,01200_1,clean_exkl_curt,0.588153,1.415295,0.110924,0.175194,0.124304,6555,0.127396,0.11015,2012-01-01,11.92
M4,01200_2,raw,0.369982,1.49887,0.142516,0.230952,0.156123,7512,0.140176,0.142512,2014-01-01,9.91
M4,01200_2,clean,0.44166,1.532356,0.13211,0.19602,0.138594,6459,0.140176,0.13204,2014-01-01,9.91
M4,01200_2,clean_exkl_curt,0.404515,1.554515,0.132386,0.196145,0.138737,6459,0.140176,0.13204,2014-01-01,9.91
M4,01303_1,raw,0.654097,1.309545,0.067752,0.138414,0.094049,7511,0.065504,0.067406,2009-02-02,14.83
M4,01303_1,clean,0.686857,1.327426,0.066966,0.121463,0.085378,7019,0.065504,0.066307,2009-02-02,14.83
M4,01303_1,clean_exkl_curt,0.666664,1.336132,0.065936,0.120033,0.084106,7019,0.065504,0.066307,2009-02-02,14.83
M4,01303_2,raw,0.650321,1.279472,0.056342,0.127634,0.08514,7511,0.080149,0.055816,2001-11-23,22.02
M4,01303_2,clean,0.69547,1.287362,0.053948,0.107678,0.075082,6909,0.080149,0.052808,2001-11-23,22.02
M4,01303_2,clean_exkl_curt,0.679781,1.290981,0.05249,0.105827,0.073463,6909,0.080149,0.052808,2001-11-23,22.02
M4,02483,raw,0.691341,0.938605,0.02846,0.199897,0.132703,7512,0.187167,-0.02846,2015-12-01,8.0
M4,02483,clean,0.887451,0.911022,0.04017,0.124862,0.089204,6106,0.187167,-0.04017,2015-12-01,8.0
M4,02483,clean_exkl_curt,0.882897,0.90717,0.041096,0.126266,0.090197,6106,0.187167,-0.04017,2015-12-01,8.0
M4,04745,raw,0.612741,1.219801,0.026349,0.087206,0.049669,7501,0.012398,0.02365,2003-06-01,20.5
M4,04745,clean,0.667362,1.202979,0.02452,0.078332,0.046725,7408,0.012398,0.021486,2003-06-01,20.5
M4,04745,clean_exkl_curt,0.646656,1.209325,0.023668,0.074075,0.044228,7408,0.012398,0.021486,2003-06-01,20.5
M4,05347,raw,0.549449,1.186305,0.051064,0.201994,0.125726,7511,0.228731,0.050474,2018-07-01,5.42
M4,05347,clean,0.786221,1.074081,0.046994,0.130359,0.085598,5793,0.228731,0.019042,2018-07-01,5.42
M4,05347,clean_exkl_curt,0.773946,1.071829,0.046862,0.130116,0.085582,5793,0.228731,0.019042,2018-07-01,5.42
M4,05426,raw,0.577596,1.137724,0.038902,0.199123,0.125449,7512,0.156816,0.038898,2016-09-26,7.18
M4,05426,clean,0.757446,1.106098,0.035194,0.146752,0.098965,6334,0.156816,0.030948,2016-09-26,7.18
M4,05426,clean_exkl_curt,0.746557,1.106488,0.035217,0.147197,0.099277,6334,0.156816,0.030948,2016-09-26,7.18
M4,07374,raw,0.679307,1.088272,0.01697,0.118584,0.071345,7512,0.031949,0.016967,2002-05-17,21.54
M4,07374,clean,0.756205,1.052707,0.011019,0.103356,0.065869,7272,0.031949,0.010416,2002-05-17,21.54
M4,07374,clean_exkl_curt,0.759412,1.04507,0.009204,0.099166,0.063357,7272,0.031949,0.010416,2002-05-17,21.54
M4all,00198_1,raw,0.391098,1.063319,0.033198,0.214379,0.135135,7512,0.09558,0.017067,2013-09-01,10.25
M4all,00198_1,clean,0.547598,1.020812,0.037143,0.181037,0.118991,6794,0.09558,0.005761,2013-09-01,10.25
M4all,00198_1,clean_exkl_curt,0.523097,1.012522,0.037451,0.18067,0.118567,6794,0.09558,0.005761,2013-09-01,10.25
M4all,00198_2,raw,0.708024,1.004908,0.032072,0.181389,0.121878,3649,0.207728,0.001773,2018-12-13,4.97
M4all,00198_2,clean,0.869586,0.989186,0.027694,0.119121,0.084495,2891,0.207728,-0.003663,2018-12-13,4.97
M4all,00198_2,clean_exkl_curt,0.865552,0.986687,0.028271,0.119786,0.084934,2891,0.207728,-0.003663,2018-12-13,4.97
M4all,00282,raw,0.551515,0.909038,0.040131,0.220198,0.143232,7512,0.14976,-0.032694,2017-02-20,6.78
M4all,00282,clean,0.734569,0.818512,0.064377,0.1677,0.113221,6387,0.14976,-0.064368,2017-02-20,6.78
M4all,00282,clean_exkl_curt,0.729716,0.81593,0.064906,0.168191,0.113797,6387,0.14976,-0.064368,2017-02-20,6.78
M4all,00298,raw,0.483726,1.302011,0.106447,0.23715,0.147565,7512,0.170261,0.106446,2016-12-01,7.0
M4all,00298,clean,0.776101,1.215298,0.075742,0.153564,0.104559,6233,0.170261,0.075293,2016-12-01,7.0
M4all,00298,clean_exkl_curt,0.767001,1.223782,0.076825,0.154768,0.105574,6233,0.170261,0.075293,2016-12-01,7.0
M4all,01200_1,raw,0.129423,1.509398,0.140029,0.27231,0.162648,7512,0.127396,0.140029,2012-01-01,11.92
M4all,01200_1,clean,0.667682,1.352416,0.098309,0.162381,0.114125,6555,0.127396,0.097463,2012-01-01,11.92
M4all,01200_1,clean_exkl_curt,0.644796,1.367426,0.098395,0.162701,0.114318,6555,0.127396,0.097463,2012-01-01,11.92
M4all,01200_2,raw,0.40961,1.469443,0.13411,0.223571,0.149343,7512,0.140176,0.134106,2014-01-01,9.91
M4all,01200_2,clean,0.494022,1.497313,0.123427,0.186602,0.130831,6459,0.140176,0.123348,2014-01-01,9.91
M4all,01200_2,clean_exkl_curt,0.460356,1.518149,0.123715,0.186722,0.130952,6459,0.140176,0.123348,2014-01-01,9.91
M4all,01303_1,raw,0.654097,1.309545,0.067752,0.138414,0.094049,7511,0.065504,0.067406,2009-02-02,14.83
M4all,01303_1,clean,0.686857,1.327426,0.066966,0.121463,0.085378,7019,0.065504,0.066307,2009-02-02,14.83
M4all,01303_1,clean_exkl_curt,0.666664,1.336132,0.065936,0.120033,0.084106,7019,0.065504,0.066307,2009-02-02,14.83
M4all,01303_2,raw,0.766504,1.109281,0.023605,0.104297,0.067869,7511,0.080149,0.021826,2001-11-23,22.02
M4all,01303_2,clean,0.829377,1.102654,0.021418,0.080599,0.056789,6909,0.080149,0.018865,2001-11-23,22.02
M4all,01303_2,clean_exkl_curt,0.819985,1.102579,0.020619,0.079346,0.055748,6909,0.080149,0.018865,2001-11-23,22.02
M4all,02483,raw,0.691341,0.938605,0.02846,0.199897,0.132703,7512,0.187167,-0.02846,2015-12-01,8.0
M4all,02483,clean,0.887451,0.911022,0.04017,0.124862,0.089204,6106,0.187167,-0.04017,2015-12-01,8.0
M4all,02483,clean_exkl_curt,0.882897,0.90717,0.041096,0.126266,0.090197,6106,0.187167,-0.04017,2015-12-01,8.0
M4all,04745,raw,0.713743,1.060588,0.011139,0.074976,0.043034,7501,0.012398,0.006519,2003-06-01,20.5
M4all,04745,clean,0.760755,1.043786,0.009742,0.066432,0.040324,7408,0.012398,0.004635,2003-06-01,20.5
M4all,04745,clean_exkl_curt,0.749955,1.047577,0.010085,0.062313,0.037902,7408,0.012398,0.004635,2003-06-01,20.5
M4all,05347,raw,0.554007,1.179781,0.049635,0.20097,0.125085,7511,0.228731,0.048706,2018-07-01,5.42
M4all,05347,clean,0.789955,1.067562,0.046424,0.129215,0.084994,5793,0.228731,0.017366,2018-07-01,5.42
M4all,05347,clean_exkl_curt,0.777822,1.065101,0.046324,0.128996,0.084993,5793,0.228731,0.017366,2018-07-01,5.42
M4all,05426,raw,0.58346,1.126174,0.035909,0.197736,0.124313,7512,0.156816,0.035636,2016-09-26,7.18
M4all,05426,clean,0.76365,1.094785,0.034561,0.144863,0.09775,6334,0.156816,0.027648,2016-09-26,7.18
M4all,05426,clean_exkl_curt,0.753059,1.094851,0.03467,0.145296,0.098054,6334,0.156816,0.027648,2016-09-26,7.18
M4all,07374,raw,0.679307,1.088272,0.01697,0.118584,0.071345,7512,0.031949,0.016967,2002-05-17,21.54
M4all,07374,clean,0.756205,1.052707,0.011019,0.103356,0.065869,7272,0.031949,0.010416,2002-05-17,21.54
M4all,07374,clean_exkl_curt,0.759412,1.04507,0.009204,0.099166,0.063357,7272,0.031949,0.010416,2002-05-17,21.54
M4all_noage,00198_1,raw,0.378496,1.088502,0.033812,0.216586,0.136316,7512,0.09558,0.023854,2013-09-01,10.25
M4all_noage,00198_1,clean,0.536349,1.045913,0.036853,0.183274,0.120087,6794,0.09558,0.01271,2013-09-01,10.25
M4all_noage,00198_1,clean_exkl_curt,0.511651,1.038316,0.036985,0.182826,0.119627,6794,0.09558,0.01271,2013-09-01,10.25
M4all_noage,00198_2,raw,0.707921,1.010141,0.031215,0.181421,0.121947,3649,0.207728,0.003664,2018-12-13,4.97
M4all_noage,00198_2,clean,0.870018,0.994592,0.026491,0.118924,0.084444,2891,0.207728,-0.001832,2018-12-13,4.97
M4all_noage,00198_2,clean_exkl_curt,0.866016,0.992152,0.027058,0.119579,0.084884,2891,0.207728,-0.001832,2018-12-13,4.97
M4all_noage,00282,raw,0.55407,0.918024,0.037705,0.21957,0.142675,7512,0.14976,-0.029464,2017-02-20,6.78
M4all_noage,00282,clean,0.739883,0.827621,0.061154,0.166013,0.112222,6387,0.14976,-0.061138,2017-02-20,6.78
M4all_noage,00282,clean_exkl_curt,0.735093,0.825098,0.06168,0.166509,0.112801,6387,0.14976,-0.061138,2017-02-20,6.78
M4all_noage,00298,raw,0.472258,1.313983,0.110667,0.23977,0.149926,7512,0.170261,0.110666,2016-12-01,7.0
M4all_noage,00298,clean,0.764444,1.227902,0.080131,0.157511,0.107282,6233,0.170261,0.0797,2016-12-01,7.0
M4all_noage,00298,clean_exkl_curt,0.754907,1.236697,0.081212,0.158734,0.108307,6233,0.170261,0.0797,2016-12-01,7.0
